,time,TD,N,CH,M,A
1447,14.47000,1.45332,0.62461,1.80990,4.75728,10.34076
1448,14.48000,1.45199,0.62455,1.80938,4.75265,10.33352
1449,14.49000,1.45066,0.62448,1.80887,4.74804,10.32629
1450,14.50000,1.44934,0.62442,1.80835,4.74342,10.31905
1451,14.51000,1.44802,0.62436,1.80783,4.73881,10.31181
1452,14.52000,1.44670,0.62429,1.80731,4.73421,10.30456
1453,14.53000,1.44539,0.62423,1.80679,4.72961,10.29732
1454,14.54000,1.44408,0.62417,1.80627,4.72501,10.29008
1455,14.55000,1.44277,0.62411,1.80575,4.72042,10.28283
1456,14.56000,1.44146,0.62405,1.80523,4.71584,10.27558
1457,14.57000,1.44016,0.62399,1.80472,4.71126,10.26834
1458,14.58000,1.43886,0.62393,1.80420,4.70668,10.26109
1459,14.59000,1.43756,0.62387,1.80368,4.70211,10.25384
1460,14.60000,1.43627,0.62381,1.80316,4.69755,10.24658
1461,14.61000,1.43497,0.62376,1.80265,4.69299,10.23933
1462,14.62000,1.43368,0.62370,1.80213,4.68843,10.23208
1463,14.63000,1.43240,0.62364,1.80161,4.68388,10.22482
1464,14.64000,1.43111,0.62359,1.80109,4.67934,10.21757
1465,14.65000,1.42983,0.62353,1.80058,4.67480,10.21031
1466,14.66000,1.42855,0.62348,1.80006,4.67026,10.20305
1467,14.67000,1.42727,0.62342,1.79954,4.66573,10.19580
1468,14.68000,1.42600,0.62337,1.79903,4.66121,10.18854
1469,14.69000,1.42473,0.62331,1.79851,4.65669,10.18128
1470,14.70000,1.42346,0.62326,1.79799,4.65217,10.17402
1471,14.71000,1.42219,0.62321,1.79748,4.64766,10.16675
1472,14.72000,1.42093,0.62316,1.79696,4.64315,10.15949
1473,14.73000,1.41967,0.62311,1.79645,4.63865,10.15223
1474,14.74000,1.41841,0.62305,1.79593,4.63416,10.14497
1475,14.75000,1.41715,0.62300,1.79541,4.62967,10.13770
1476,14.76000,1.41590,0.62295,1.79490,4.62518,10.13044
1477,14.77000,1.41465,0.62291,1.79438,4.62070,10.12317
1478,14.78000,1.41340,0.62286,1.79387,4.61622,10.11590
1479,14.79000,1.41216,0.62281,1.79335,4.61175,10.10864
1480,14.80000,1.41092,0.62276,1.79284,4.60729,10.10137
1481,14.81000,1.40968,0.62271,1.79232,4.60283,10.09410
1482,14.82000,1.40844,0.62267,1.79181,4.59837,10.08683
1483,14.83000,1.40720,0.62262,1.79130,4.59392,10.07956
1484,14.84000,1.40597,0.62258,1.79078,4.58947,10.07229
1485,14.85000,1.40474,0.62253,1.79027,4.58503,10.06502
1486,14.86000,1.40352,0.62249,1.78975,4.58059,10.05775
1487,14.87000,1.40229,0.62244,1.78924,4.57616,10.05048
1488,14.88000,1.40107,0.62240,1.78873,4.57174,10.04321
1489,14.89000,1.39985,0.62236,1.78821,4.56731,10.03594
1490,14.90000,1.39863,0.62231,1.78770,4.56290,10.02867
1491,14.91000,1.39742,0.62227,1.78719,4.55849,10.02140
1492,14.92000,1.39621,0.62223,1.78667,4.55408,10.01413
1493,14.93000,1.39500,0.62219,1.78616,4.54968,10.00686
1494,14.94000,1.39379,0.62215,1.78565,4.54528,9.99958
1495,14.95000,1.39259,0.62211,1.78513,4.54089,9.99231
1496,14.96000,1.39139,0.62207,1.78462,4.53650,9.98504
1497,14.97000,1.39019,0.62203,1.78411,4.53212,9.97777
1498,14.98000,1.38899,0.62199,1.78360,4.52774,9.97049
1499,14.99000,1.38780,0.62195,1.78309,4.52337,9.96322
1500,15.00000,1.38661,0.62192,1.78257,4.51901,9.95595
1501,15.01000,1.38542,0.62188,1.78206,4.51464,9.94867
1502,15.02000,1.38424,0.62184,1.78155,4.51029,9.94140
1503,15.03000,1.38305,0.62181,1.78104,4.50593,9.93413
1504,15.04000,1.38187,0.62177,1.78053,4.50159,9.92686
1505,15.05000,1.38069,0.62174,1.78002,4.49725,9.91958
1506,15.06000,1.37952,0.62170,1.77951,4.49291,9.91231
1507,15.07000,1.37834,0.62167,1.77899,4.48858,9.90504
1508,15.08000,1.37717,0.62163,1.77848,4.48425,9.89777
1509,15.09000,1.37600,0.62160,1.77797,4.47993,9.89049
1510,15.10000,1.37484,0.62157,1.77746,4.47561,9.88322
1511,15.11000,1.37367,0.62154,1.77695,4.47130,9.87595
1512,15.12000,1.37251,0.62150,1.77644,4.46699,9.86868
1513,15.13000,1.37135,0.62147,1.77593,4.46269,9.86141
1514,15.14000,1.37020,0.62144,1.77542,4.45839,9.85414
1515,15.15000,1.36904,0.62141,1.77491,4.45410,9.84687
1516,15.16000,1.36789,0.62138,1.77441,4.44981,9.83960
1517,15.17000,1.36675,0.62135,1.77390,4.44553,9.83233
1518,15.18000,1.36560,0.62133,1.77339,4.44125,9.82506
1519,15.19000,1.36446,0.62130,1.77288,4.43698,9.81779
1520,15.20000,1.36331,0.62127,1.77237,4.43271,9.81052
1521,15.21000,1.36218,0.62124,1.77186,4.42845,9.80326
1522,15.22000,1.36104,0.62122,1.77135,4.42419,9.79599
1523,15.23000,1.35990,0.62119,1.77085,4.41994,9.78872
1524,15.24000,1.35877,0.62117,1.77034,4.41569,9.78145
1525,15.25000,1.35764,0.62114,1.76983,4.41145,9.77419
1526,15.26000,1.35652,0.62112,1.76932,4.40721,9.76692
1527,15.27000,1.35539,0.62109,1.76881,4.40297,9.75966
1528,15.28000,1.35427,0.62107,1.76831,4.39875,9.75240
1529,15.29000,1.35315,0.62104,1.76780,4.39452,9.74513
1530,15.30000,1.35203,0.62102,1.76729,4.39031,9.73787
1531,15.31000,1.35092,0.62100,1.76679,4.38609,9.73061
1532,15.32000,1.34981,0.62098,1.76628,4.38188,9.72335
1533,15.33000,1.34870,0.62096,1.76577,4.37768,9.71609
1534,15.34000,1.34759,0.62094,1.76527,4.37348,9.70883
1535,15.35000,1.34649,0.62092,1.76476,4.36929,9.70157
1536,15.36000,1.34538,0.62090,1.76426,4.36510,9.69431
1537,15.37000,1.34428,0.62088,1.76375,4.36092,9.68705
1538,15.38000,1.34319,0.62086,1.76324,4.35674,9.67980
1539,15.39000,1.34209,0.62084,1.76274,4.35257,9.67254
1540,15.40000,1.34100,0.62082,1.76223,4.34840,9.66529
1541,15.41000,1.33991,0.62081,1.76173,4.34423,9.65804
1542,15.42000,1.33882,0.62079,1.76122,4.34008,9.65078
1543,15.43000,1.33773,0.62077,1.76072,4.33592,9.64353
1544,15.44000,1.33665,0.62076,1.76021,4.33177,9.63628
1545,15.45000,1.33557,0.62074,1.75971,4.32763,9.62903
1546,15.46000,1.33449,0.62073,1.75921,4.32349,9.62178
1547,15.47000,1.33341,0.62071,1.75870,4.31936,9.61454
1548,15.48000,1.33234,0.62070,1.75820,4.31523,9.60729
1549,15.49000,1.33127,0.62068,1.75770,4.31110,9.60004
1550,15.50000,1.33020,0.62067,1.75719,4.30698,9.59280
1551,15.51000,1.32913,0.62066,1.75669,4.30287,9.58556
1552,15.52000,1.32806,0.62065,1.75619,4.29876,9.57832
1553,15.53000,1.32700,0.62063,1.75568,4.29466,9.57107
1554,15.54000,1.32594,0.62062,1.75518,4.29056,9.56384
1555,15.55000,1.32488,0.62061,1.75468,4.28646,9.55660
1556,15.56000,1.32383,0.62060,1.75418,4.28237,9.54936
1557,15.57000,1.32277,0.62059,1.75367,4.27829,9.54213
1558,15.58000,1.32172,0.62058,1.75317,4.27421,9.53489
1559,15.59000,1.32067,0.62057,1.75267,4.27014,9.52766
1560,15.60000,1.31963,0.62057,1.75217,4.26607,9.52043
1561,15.61000,1.31858,0.62056,1.75167,4.26200,9.51320
1562,15.62000,1.31754,0.62055,1.75117,4.25794,9.50597
1563,15.63000,1.31650,0.62054,1.75066,4.25389,9.49874
1564,15.64000,1.31547,0.62054,1.75016,4.24984,9.49151
1565,15.65000,1.31443,0.62053,1.74966,4.24579,9.48429
1566,15.66000,1.31340,0.62053,1.74916,4.24175,9.47707
1567,15.67000,1.31237,0.62052,1.74866,4.23772,9.46984
1568,15.68000,1.31134,0.62052,1.74816,4.23369,9.46262
1569,15.69000,1.31031,0.62051,1.74766,4.22966,9.45541
1570,15.70000,1.30929,0.62051,1.74716,4.22564,9.44819
1571,15.71000,1.30827,0.62050,1.74666,4.22163,9.44097
1572,15.72000,1.30725,0.62050,1.74616,4.21762,9.43376
1573,15.73000,1.30623,0.62050,1.74566,4.21361,9.42655
1574,15.74000,1.30522,0.62050,1.74517,4.20961,9.41934
1575,15.75000,1.30421,0.62050,1.74467,4.20562,9.41213
1576,15.76000,1.30320,0.62050,1.74417,4.20163,9.40492
1577,15.77000,1.30219,0.62049,1.74367,4.19764,9.39771
1578,15.78000,1.30118,0.62049,1.74317,4.19366,9.39051
1579,15.79000,1.30018,0.62050,1.74267,4.18968,9.38331
1580,15.80000,1.29918,0.62050,1.74218,4.18571,9.37611
1581,15.81000,1.29818,0.62050,1.74168,4.18175,9.36891
1582,15.82000,1.29718,0.62050,1.74118,4.17779,9.36171
1583,15.83000,1.29619,0.62050,1.74068,4.17383,9.35451
1584,15.84000,1.29520,0.62050,1.74019,4.16988,9.34732
1585,15.85000,1.29421,0.62051,1.73969,4.16593,9.34013
1586,15.86000,1.29322,0.62051,1.73919,4.16199,9.33294
1587,15.87000,1.29223,0.62052,1.73870,4.15806,9.32575
1588,15.88000,1.29125,0.62052,1.73820,4.15412,9.31857
1589,15.89000,1.29027,0.62052,1.73770,4.15020,9.31138
1590,15.90000,1.28929,0.62053,1.73721,4.14628,9.30420
1591,15.91000,1.28831,0.62054,1.73671,4.14236,9.29702
1592,15.92000,1.28734,0.62054,1.73622,4.13845,9.28984
1593,15.93000,1.28636,0.62055,1.73572,4.13454,9.28266
1594,15.94000,1.28539,0.62056,1.73523,4.13064,9.27549
1595,15.95000,1.28443,0.62056,1.73473,4.12674,9.26832
1596,15.96000,1.28346,0.62057,1.73424,4.12285,9.26115
1597,15.97000,1.28250,0.62058,1.73374,4.11896,9.25398
1598,15.98000,1.28153,0.62059,1.73325,4.11508,9.24681
1599,15.99000,1.28058,0.62060,1.73275,4.11120,9.23965
1600,16.00000,1.27962,0.62061,1.73226,4.10733,9.23249
1601,16.01000,1.27866,0.62062,1.73177,4.10346,9.22533
1602,16.02000,1.27771,0.62063,1.73127,4.09960,9.21817
1603,16.03000,1.27676,0.62064,1.73078,4.09574,9.21102
1604,16.04000,1.27581,0.62065,1.73029,4.09189,9.20386
1605,16.05000,1.27486,0.62067,1.72979,4.08804,9.19671
1606,16.06000,1.27392,0.62068,1.72930,4.08419,9.18956
1607,16.07000,1.27298,0.62069,1.72881,4.08036,9.18242
1608,16.08000,1.27204,0.62071,1.72832,4.07652,9.17527
1609,16.09000,1.27110,0.62072,1.72782,4.07269,9.16813
1610,16.10000,1.27016,0.62073,1.72733,4.06887,9.16099
1611,16.11000,1.26923,0.62075,1.72684,4.06505,9.15385
1612,16.12000,1.26830,0.62076,1.72635,4.06124,9.14672
1613,16.13000,1.26737,0.62078,1.72586,4.05743,9.13958
1614,16.14000,1.26644,0.62080,1.72537,4.05362,9.13245
1615,16.15000,1.26552,0.62081,1.72488,4.04982,9.12533
1616,16.16000,1.26459,0.62083,1.72439,4.04603,9.11820
1617,16.17000,1.26367,0.62085,1.72390,4.04224,9.11108
1618,16.18000,1.26275,0.62087,1.72341,4.03846,9.10396
1619,16.19000,1.26184,0.62088,1.72292,4.03468,9.09684
1620,16.20000,1.26092,0.62090,1.72243,4.03090,9.08972
1621,16.21000,1.26001,0.62092,1.72194,4.02713,9.08261
1622,16.22000,1.25910,0.62094,1.72145,4.02336,9.07550
1623,16.23000,1.25819,0.62096,1.72096,4.01960,9.06839
1624,16.24000,1.25728,0.62098,1.72047,4.01585,9.06128
1625,16.25000,1.25638,0.62100,1.71998,4.01210,9.05418
1626,16.26000,1.25548,0.62102,1.71949,4.00835,9.04708
1627,16.27000,1.25458,0.62105,1.71900,4.00461,9.03998
1628,16.28000,1.25368,0.62107,1.71852,4.00087,9.03288
1629,16.29000,1.25278,0.62109,1.71803,3.99714,9.02579
1630,16.30000,1.25189,0.62111,1.71754,3.99342,9.01870
1631,16.31000,1.25099,0.62114,1.71705,3.98970,9.01161
1632,16.32000,1.25011,0.62116,1.71657,3.98598,9.00453
1633,16.33000,1.24922,0.62119,1.71608,3.98227,8.99745
1634,16.34000,1.24833,0.62121,1.71559,3.97856,8.99037
1635,16.35000,1.24745,0.62124,1.71511,3.97486,8.98329
1636,16.36000,1.24657,0.62126,1.71462,3.97116,8.97622
1637,16.37000,1.24569,0.62129,1.71413,3.96747,8.96914
1638,16.38000,1.24481,0.62132,1.71365,3.96378,8.96208
1639,16.39000,1.24393,0.62134,1.71316,3.96010,8.95501
1640,16.40000,1.24306,0.62137,1.71268,3.95642,8.94795
1641,16.41000,1.24219,0.62140,1.71219,3.95274,8.94089
1642,16.42000,1.24132,0.62143,1.71171,3.94908,8.93383
1643,16.43000,1.24045,0.62146,1.71122,3.94541,8.92677
1644,16.44000,1.23958,0.62148,1.71074,3.94175,8.91972
1645,16.45000,1.23872,0.62151,1.71025,3.93810,8.91267
1646,16.46000,1.23786,0.62154,1.70977,3.93445,8.90563
1647,16.47000,1.23700,0.62157,1.70928,3.93081,8.89858
1648,16.48000,1.23614,0.62161,1.70880,3.92717,8.89154
1649,16.49000,1.23529,0.62164,1.70832,3.92353,8.88451
1650,16.50000,1.23443,0.62167,1.70783,3.91990,8.87747
1651,16.51000,1.23358,0.62170,1.70735,3.91628,8.87044
1652,16.52000,1.23273,0.62173,1.70687,3.91266,8.86341
1653,16.53000,1.23188,0.62177,1.70638,3.90904,8.85639
1654,16.54000,1.23104,0.62180,1.70590,3.90543,8.84936
1655,16.55000,1.23020,0.62183,1.70542,3.90182,8.84234
1656,16.56000,1.22935,0.62187,1.70494,3.89822,8.83533
1657,16.57000,1.22851,0.62190,1.70446,3.89463,8.82831
1658,16.58000,1.22768,0.62194,1.70397,3.89103,8.82130
1659,16.59000,1.22684,0.62197,1.70349,3.88745,8.81430
1660,16.60000,1.22601,0.62201,1.70301,3.88387,8.80729
1661,16.61000,1.22518,0.62205,1.70253,3.88029,8.80029
1662,16.62000,1.22435,0.62208,1.70205,3.87672,8.79329
1663,16.63000,1.22352,0.62212,1.70157,3.87315,8.78630
1664,16.64000,1.22269,0.62216,1.70109,3.86959,8.77931
1665,16.65000,1.22187,0.62220,1.70061,3.86603,8.77232
1666,16.66000,1.22105,0.62223,1.70013,3.86247,8.76533
1667,16.67000,1.22023,0.62227,1.69965,3.85893,8.75835
1668,16.68000,1.21941,0.62231,1.69917,3.85538,8.75137
1669,16.69000,1.21859,0.62235,1.69869,3.85184,8.74440
1670,16.70000,1.21778,0.62239,1.69821,3.84831,8.73743
1671,16.71000,1.21697,0.62243,1.69773,3.84478,8.73046
1672,16.72000,1.21615,0.62247,1.69726,3.84125,8.72349
1673,16.73000,1.21535,0.62252,1.69678,3.83773,8.71653
1674,16.74000,1.21454,0.62256,1.69630,3.83422,8.70957
1675,16.75000,1.21374,0.62260,1.69582,3.83071,8.70261
1676,16.76000,1.21293,0.62264,1.69534,3.82720,8.69566
1677,16.77000,1.21213,0.62269,1.69487,3.82370,8.68871
1678,16.78000,1.21133,0.62273,1.69439,3.82021,8.68176
1679,16.79000,1.21054,0.62277,1.69391,3.81671,8.67482
1680,16.80000,1.20974,0.62282,1.69344,3.81323,8.66788
1681,16.81000,1.20895,0.62286,1.69296,3.80974,8.66095
1682,16.82000,1.20816,0.62291,1.69248,3.80627,8.65401
1683,16.83000,1.20737,0.62295,1.69201,3.80280,8.64709
1684,16.84000,1.20658,0.62300,1.69153,3.79933,8.64016
1685,16.85000,1.20579,0.62305,1.69106,3.79586,8.63324
1686,16.86000,1.20501,0.62309,1.69058,3.79241,8.62632
1687,16.87000,1.20423,0.62314,1.69011,3.78895,8.61940
1688,16.88000,1.20345,0.62319,1.68963,3.78550,8.61249
1689,16.89000,1.20267,0.62324,1.68916,3.78206,8.60558
1690,16.90000,1.20189,0.62328,1.68868,3.77862,8.59868
1691,16.91000,1.20112,0.62333,1.68821,3.77519,8.59178
1692,16.92000,1.20035,0.62338,1.68774,3.77176,8.58488
1693,16.93000,1.19958,0.62343,1.68726,3.76833,8.57799
1694,16.94000,1.19881,0.62348,1.68679,3.76491,8.57110
1695,16.95000,1.19804,0.62353,1.68632,3.76149,8.56421
1696,16.96000,1.19728,0.62358,1.68584,3.75808,8.55733
1697,16.97000,1.19651,0.62363,1.68537,3.75468,8.55045
1698,16.98000,1.19575,0.62369,1.68490,3.75127,8.54357
1699,16.99000,1.19499,0.62374,1.68443,3.74788,8.53670
1700,17.00000,1.19423,0.62379,1.68396,3.74448,8.52983
1701,17.01000,1.19348,0.62384,1.68348,3.74110,8.52296
1702,17.02000,1.19272,0.62390,1.68301,3.73771,8.51610
1703,17.03000,1.19197,0.62395,1.68254,3.73434,8.50924
1704,17.04000,1.19122,0.62400,1.68207,3.73096,8.50239
1705,17.05000,1.19047,0.62406,1.68160,3.72759,8.49554
1706,17.06000,1.18973,0.62411,1.68113,3.72423,8.48869
1707,17.07000,1.18898,0.62417,1.68066,3.72087,8.48185
1708,17.08000,1.18824,0.62422,1.68019,3.71751,8.47501
1709,17.09000,1.18750,0.62428,1.67972,3.71416,8.46817
1710,17.10000,1.18676,0.62434,1.67925,3.71082,8.46134
1711,17.11000,1.18602,0.62439,1.67878,3.70748,8.45451
1712,17.12000,1.18529,0.62445,1.67831,3.70414,8.44769
1713,17.13000,1.18455,0.62451,1.67784,3.70081,8.44087
1714,17.14000,1.18382,0.62457,1.67737,3.69748,8.43405
1715,17.15000,1.18309,0.62463,1.67691,3.69416,8.42724
1716,17.16000,1.18236,0.62468,1.67644,3.69084,8.42043
1717,17.17000,1.18163,0.62474,1.67597,3.68753,8.41363
1718,17.18000,1.18091,0.62480,1.67550,3.68422,8.40683
1719,17.19000,1.18019,0.62486,1.67504,3.68092,8.40003
1720,17.20000,1.17946,0.62492,1.67457,3.67762,8.39323
1721,17.21000,1.17875,0.62499,1.67410,3.67432,8.38644
1722,17.22000,1.17803,0.62505,1.67363,3.67103,8.37966
1723,17.23000,1.17731,0.62511,1.67317,3.66775,8.37288
1724,17.24000,1.17660,0.62517,1.67270,3.66447,8.36610
1725,17.25000,1.17588,0.62523,1.67224,3.66119,8.35932
1726,17.26000,1.17517,0.62530,1.67177,3.65792,8.35255
1727,17.27000,1.17447,0.62536,1.67131,3.65466,8.34579
1728,17.28000,1.17376,0.62542,1.67084,3.65139,8.33903
1729,17.29000,1.17305,0.62549,1.67038,3.64814,8.33227
1730,17.30000,1.17235,0.62555,1.66991,3.64488,8.32551
1731,17.31000,1.17165,0.62562,1.66945,3.64163,8.31876
1732,17.32000,1.17095,0.62568,1.66898,3.63839,8.31202
1733,17.33000,1.17025,0.62575,1.66852,3.63515,8.30528
1734,17.34000,1.16955,0.62581,1.66806,3.63192,8.29854
1735,17.35000,1.16886,0.62588,1.66759,3.62869,8.29180
1736,17.36000,1.16816,0.62595,1.66713,3.62546,8.28507
1737,17.37000,1.16747,0.62601,1.66667,3.62224,8.27835
1738,17.38000,1.16678,0.62608,1.66620,3.61903,8.27163
1739,17.39000,1.16610,0.62615,1.66574,3.61582,8.26491
1740,17.40000,1.16541,0.62622,1.66528,3.61261,8.25820
1741,17.41000,1.16472,0.62629,1.66482,3.60941,8.25149
1742,17.42000,1.16404,0.62635,1.66436,3.60621,8.24478
1743,17.43000,1.16336,0.62642,1.66389,3.60302,8.23808
1744,17.44000,1.16268,0.62649,1.66343,3.59983,8.23138
1745,17.45000,1.16200,0.62656,1.66297,3.59664,8.22469
1746,17.46000,1.16133,0.62664,1.66251,3.59346,8.21800
1747,17.47000,1.16065,0.62671,1.66205,3.59029,8.21132
1748,17.48000,1.15998,0.62678,1.66159,3.58712,8.20464
1749,17.49000,1.15931,0.62685,1.66113,3.58395,8.19796
1750,17.50000,1.15864,0.62692,1.66067,3.58079,8.19129
1751,17.51000,1.15797,0.62699,1.66021,3.57764,8.18462
1752,17.52000,1.15731,0.62707,1.65975,3.57448,8.17796
1753,17.53000,1.15665,0.62714,1.65929,3.57134,8.17130
1754,17.54000,1.15598,0.62721,1.65884,3.56819,8.16464
1755,17.55000,1.15532,0.62729,1.65838,3.56506,8.15799
1756,17.56000,1.15466,0.62736,1.65792,3.56192,8.15134
1757,17.57000,1.15401,0.62744,1.65746,3.55879,8.14470
1758,17.58000,1.15335,0.62751,1.65700,3.55567,8.13806
1759,17.59000,1.15270,0.62759,1.65655,3.55255,8.13143
1760,17.60000,1.15205,0.62767,1.65609,3.54943,8.12480
1761,17.61000,1.15140,0.62774,1.65563,3.54632,8.11818
1762,17.62000,1.15075,0.62782,1.65518,3.54321,8.11155
1763,17.63000,1.15010,0.62790,1.65472,3.54011,8.10494
1764,17.64000,1.14945,0.62797,1.65426,3.53701,8.09833
1765,17.65000,1.14881,0.62805,1.65381,3.53392,8.09172
1766,17.66000,1.14817,0.62813,1.65335,3.53083,8.08512
1767,17.67000,1.14753,0.62821,1.65290,3.52775,8.07852
1768,17.68000,1.14689,0.62829,1.65244,3.52467,8.07192
1769,17.69000,1.14625,0.62837,1.65199,3.52159,8.06533
1770,17.70000,1.14562,0.62845,1.65153,3.51852,8.05875
1771,17.71000,1.14498,0.62853,1.65108,3.51546,8.05216
1772,17.72000,1.14435,0.62861,1.65063,3.51240,8.04559
1773,17.73000,1.14372,0.62869,1.65017,3.50934,8.03901
1774,17.74000,1.14309,0.62877,1.64972,3.50629,8.03245
1775,17.75000,1.14246,0.62885,1.64927,3.50324,8.02588
1776,17.76000,1.14184,0.62893,1.64881,3.50020,8.01932
1777,17.77000,1.14121,0.62902,1.64836,3.49716,8.01277
1778,17.78000,1.14059,0.62910,1.64791,3.49412,8.00622
1779,17.79000,1.13997,0.62918,1.64746,3.49109,7.99967
1780,17.80000,1.13935,0.62927,1.64700,3.48807,7.99313
1781,17.81000,1.13874,0.62935,1.64655,3.48505,7.98659
1782,17.82000,1.13812,0.62943,1.64610,3.48203,7.98006
1783,17.83000,1.13751,0.62952,1.64565,3.47902,7.97353
1784,17.84000,1.13689,0.62960,1.64520,3.47601,7.96701
1785,17.85000,1.13628,0.62969,1.64475,3.47301,7.96049
1786,17.86000,1.13567,0.62977,1.64430,3.47001,7.95398
1787,17.87000,1.13506,0.62986,1.64385,3.46701,7.94747
1788,17.88000,1.13446,0.62995,1.64340,3.46402,7.94096
1789,17.89000,1.13385,0.63003,1.64295,3.46104,7.93446
1790,17.90000,1.13325,0.63012,1.64250,3.45806,7.92797
1791,17.91000,1.13265,0.63021,1.64205,3.45508,7.92148
1792,17.92000,1.13205,0.63030,1.64160,3.45211,7.91499
1793,17.93000,1.13145,0.63039,1.64115,3.44914,7.90851
1794,17.94000,1.13086,0.63047,1.64071,3.44618,7.90203
1795,17.95000,1.13026,0.63056,1.64026,3.44322,7.89556
1796,17.96000,1.12967,0.63065,1.63981,3.44026,7.88909
1797,17.97000,1.12908,0.63074,1.63936,3.43731,7.88262
1798,17.98000,1.12848,0.63083,1.63892,3.43437,7.87617
1799,17.99000,1.12790,0.63092,1.63847,3.43142,7.86971
1800,18.00000,1.12731,0.63102,1.63802,3.42849,7.86326
1801,18.01000,1.12672,0.63111,1.63758,3.42556,7.85682
1802,18.02000,1.12614,0.63120,1.63713,3.42263,7.85038
1803,18.03000,1.12556,0.63129,1.63668,3.41970,7.84394
1804,18.04000,1.12498,0.63138,1.63624,3.41678,7.83751
1805,18.05000,1.12440,0.63148,1.63579,3.41387,7.83108
1806,18.06000,1.12382,0.63157,1.63535,3.41096,7.82466
1807,18.07000,1.12324,0.63166,1.63490,3.40805,7.81825
1808,18.08000,1.12267,0.63176,1.63446,3.40515,7.81183
1809,18.09000,1.12210,0.63185,1.63401,3.40225,7.80543
1810,18.10000,1.12152,0.63195,1.63357,3.39936,7.79902
1811,18.11000,1.12096,0.63204,1.63313,3.39647,7.79263
1812,18.12000,1.12039,0.63214,1.63268,3.39359,7.78623
1813,18.13000,1.11982,0.63223,1.63224,3.39071,7.77984
1814,18.14000,1.11925,0.63233,1.63180,3.38783,7.77346
1815,18.15000,1.11869,0.63242,1.63136,3.38496,7.76708
1816,18.16000,1.11813,0.63252,1.63091,3.38209,7.76071
1817,18.17000,1.11757,0.63262,1.63047,3.37923,7.75434
1818,18.18000,1.11701,0.63272,1.63003,3.37637,7.74797
1819,18.19000,1.11645,0.63281,1.62959,3.37352,7.74161
1820,18.20000,1.11590,0.63291,1.62915,3.37067,7.73526
1821,18.21000,1.11534,0.63301,1.62871,3.36783,7.72891
1822,18.22000,1.11479,0.63311,1.62827,3.36499,7.72256
1823,18.23000,1.11424,0.63321,1.62783,3.36215,7.71622
1824,18.24000,1.11369,0.63331,1.62739,3.35932,7.70989
1825,18.25000,1.11314,0.63341,1.62695,3.35649,7.70356
1826,18.26000,1.11259,0.63351,1.62651,3.35367,7.69723
1827,18.27000,1.11205,0.63361,1.62607,3.35085,7.69091
1828,18.28000,1.11150,0.63371,1.62563,3.34803,7.68459
1829,18.29000,1.11096,0.63381,1.62519,3.34522,7.67828
1830,18.30000,1.11042,0.63391,1.62475,3.34242,7.67198
1831,18.31000,1.10988,0.63402,1.62431,3.33961,7.66568
1832,18.32000,1.10934,0.63412,1.62387,3.33682,7.65938
1833,18.33000,1.10881,0.63422,1.62344,3.33402,7.65309
1834,18.34000,1.10827,0.63433,1.62300,3.33123,7.64680
1835,18.35000,1.10774,0.63443,1.62256,3.32845,7.64052
1836,18.36000,1.10720,0.63453,1.62213,3.32567,7.63424
1837,18.37000,1.10667,0.63464,1.62169,3.32289,7.62797
1838,18.38000,1.10615,0.63474,1.62125,3.32012,7.62170
1839,18.39000,1.10562,0.63485,1.62082,3.31735,7.61544
1840,18.40000,1.10509,0.63495,1.62038,3.31459,7.60918
1841,18.41000,1.10457,0.63506,1.61995,3.31183,7.60293
1842,18.42000,1.10404,0.63516,1.61951,3.30908,7.59668
1843,18.43000,1.10352,0.63527,1.61908,3.30633,7.59044
1844,18.44000,1.10300,0.63538,1.61864,3.30358,7.58421
1845,18.45000,1.10248,0.63548,1.61821,3.30084,7.57797
1846,18.46000,1.10197,0.63559,1.61777,3.29810,7.57175
1847,18.47000,1.10145,0.63570,1.61734,3.29537,7.56552
1848,18.48000,1.10094,0.63581,1.61691,3.29264,7.55931
1849,18.49000,1.10042,0.63592,1.61647,3.28991,7.55309
1850,18.50000,1.09991,0.63603,1.61604,3.28719,7.54689
1851,18.51000,1.09940,0.63614,1.61561,3.28448,7.54069
1852,18.52000,1.09890,0.63624,1.61518,3.28177,7.53449
1853,18.53000,1.09839,0.63635,1.61474,3.27906,7.52830
1854,18.54000,1.09788,0.63647,1.61431,3.27635,7.52211
1855,18.55000,1.09738,0.63658,1.61388,3.27366,7.51593
1856,18.56000,1.09688,0.63669,1.61345,3.27096,7.50975
1857,18.57000,1.09637,0.63680,1.61302,3.26827,7.50358
1858,18.58000,1.09588,0.63691,1.61259,3.26558,7.49741
1859,18.59000,1.09538,0.63702,1.61216,3.26290,7.49125
1860,18.60000,1.09488,0.63713,1.61173,3.26022,7.48509
1861,18.61000,1.09438,0.63725,1.61130,3.25755,7.47894
1862,18.62000,1.09389,0.63736,1.61087,3.25488,7.47279
1863,18.63000,1.09340,0.63747,1.61044,3.25221,7.46665
1864,18.64000,1.09291,0.63759,1.61001,3.24955,7.46052
1865,18.65000,1.09242,0.63770,1.60958,3.24689,7.45439
1866,18.66000,1.09193,0.63782,1.60915,3.24424,7.44826
1867,18.67000,1.09144,0.63793,1.60873,3.24159,7.44214
1868,18.68000,1.09096,0.63805,1.60830,3.23895,7.43602
1869,18.69000,1.09047,0.63816,1.60787,3.23631,7.42991
